book,sentence_path,text_lex,text,n_words_lex,n_words,construct to absolute nouns ratio,construct nouns and adjectives percentage,noun to verb ratio,definite_article_percentage,direct object marker percentage,pronouns bound to nouns or verbs percentage,"persuasive verb forms (imperative, jussive, cohorative) percentage",preterite percentage,ky percentage,aCr percentage,oM percentage,kya percentage,all conjunctions percentage,non-finite to finite verbs ratio,passive verb forms percentage,total word count,bib,section,composition,genre
4Q372,4Q372:f15:3-f26:1,רנן כל י שמים רוח גבורה רום מעל ל גבורה א כל בן לוי ת רום תבונה יכח משפט צדק כזב א ת תו אמה חצי רום שנים אמה רחב רמח ארז א מגן מגדל קל רגל רחק שבע רס עמד שנה שבר יהוה אלהים פה חרב ישראל אלהים אמת א ראה המ אחד נתן ל ל הלל יה הל א עולם הם כל רוג , ארננה בכל י עד השמים ברוח גבורה הרימות למעלה ל עם גבורה ואי יו ולכל בני לוי ת ירוממו כי בתבונות ולא יכח משפט וצדק מכזבים ולא ו את הא תי תו אמות וחצי רמו ושתים אמות רחבו רמח כארז ח מגן כמגדל הקל ברגליו ים המרחיקם שבעת ראסות לא עמד ולוא שניתי כי שברו יהוה אלהינו לפי חרב ישראל י אלוהים אמת וא לראות ו המ אחת ה י נתן ל ל הלליה הל א לעולם הם כול רוג י ,66,81,0.3333333333333333,0.08955223880597014,2.8,5.970149253731343,1.4925373134328357,0.0,4.477611940298507,0.0,0.0,0.0,0.0,0.0,16.417910447761194,0.25,0.0,67.0,nonbib,unknown,,Narrative and Poetic
4Q378,4Q378:f1:1-f6i:3,נדה פנה ר ש איב ת מור טמא ם בת בן מצא צרה רב כל איש אלהים מן היה אכלה קצה ארץ קץ נוע כלה מעל יהוה אלהים בוא על כל גוי עשה משל ב יה אלהים היה ל ש מע עה יצא יום שמע משה איש ישר גדול שר אלף שר מאה שר חמשים שר עשרה שפט שוטר ל שמע חתת חזק אמץ נחל עם זה רפה עזב חזק יד מסע פנה לש ב ה אש , נדה לפניך ר הש אויביכה ת המירותו ל לטמאם ול ם בנותיך לבניהם ומצאוכה צרות רבות וכול איש האלוהים ממכה והייתה לאוכלה מקצה הארץ ועד קציה והניעכה ועד לכלה ועד למעול יהוה אלוהיך באו עליךה כל הגוים אשר כאשר עשיתה אשר משלו בכה יה אלוהיך להיות לו שות למע עה ויוצא ועתה היום ושמענו למושה כן איש ישר וגדול שרי האלפים ושרי המאיות שרי החמשים ושרי העשרות לשופטים ולשוטרים ל ישמע ולוא ואל תחת חזק ואמץ כי תנחיל את העם הזה ולוא ירפכה ולוא יעזבכה תחזקנה ידיך למסע לפני לש לוא ב ה כי באש ,78,95,0.75,0.2,1.5333333333333334,22.22222222222222,2.2222222222222223,0.0,4.444444444444445,0.0,0.0,0.0,0.0,0.0,48.888888888888886,0.25,0.0,45.0,nonbib,unknown,Apocr_Joshua,rewritten prophets
4Q378,4Q378:f6i:3-f11:7,ה אש א תפלה חטאה ל דמה אח ירד עולם עלילה עולם אשם אח על דמה אב בן דבר בחן נתן עמד פנה אלוה פנה לב אלהים בחן מל בחן ל מעל ראש נכר אמר על אדני ב תור ל ל אלהים ה אב ל א שה שכל עד הם ל בי בת לקח בת ונת אל יהוה אלהים מ עמד דבר דבר שבע אברהם נתן טוב רחב ארץ נחל מים בקעה הר ארץ חטה שערה דבש ארץ זוב חלב דבש אבן ברזל הר נחושה , ה כי באש א תפלה על חטאתינו לים אל תדמו לאחי יורדי עולם עלילותיו כי לעלמיה אשמכה הוי אחי עליכמה דמה וכאב לבנו ידבר בחנני ויתננ לעמוד לפני אלוה ולפני לבי כי אלהים יבחן מל ויבחן אוי לי ו מעלה לראשינו הכרנתי ונאמר עליכה אדני וב ולא כתורכה ל ל אלהים וה אבות ל א שה ועד ה השכילו ועד המה ל ובי בנותיהם תקח מבנותיהם ואם ונת והאל כי יהוה אלהיכמה מ העמיד דבריו אשר דבר הנשבע לאברהם לתת טובה ורחבה ארץ נחלי מים בבקעה ובהר ארץ חטה ושערה ודבש כי ארץ זבת חלב ודבש אשר אבניה ברזל ומהריה נחושה ,86,101,0.35294117647058826,0.11538461538461539,1.7333333333333334,3.8461538461538463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.07692307692308,0.6666666666666666,1.9230769230769231,52.0,nonbib,unknown,Apocr_Joshua,rewritten prophets
4Q378,4Q378:f11:7-f19i:3,אבן ברזל הר נחושה חקר ירש י ש תפארת כל תבל תמם נתן יהוה אלהים אלהים פנה ממלכה שע עם ך טוב ד ידע ך בכה בן ישראל משה ערבה מואב ירדן ירחו בית ישימות אבל שטים שלשים יום תמם יום בכי אבל משה בן ישראל כרת יהוה ל פחד יראה ף ה מעשה יד מוש תחת ת ל ד בן נפר ה ן בן נום ה כא ש אתה א ישראל ל ה ע ע לא , אשר אבניה ברזל ומהריה נחושה אין לחקור וירשתם י וש תפארת כל תבל בתום נתן יהוה אלוהים אלוהים יכה על פני ממלכות שע את עמי ך הטובים דנו לדעת כים תיו י ויבכו בני ישראל את מושה בערבת מואב על ירדן ירחו בבית הישימות עד אבל השטים שלשים יום ויתמו ימי בכי אבל מושה ובני ישראל אשר כרת יהוה ל פחדך ויראתך ף ה כי מעשה ידים לוא ימוש מתחתיו ת ל ד בני נ פר ה כי ן בן נום ה כא אף ש כי אתה א ישראל ול ה וע עתיה לא ,78,94,0.5833333333333334,0.13725490196078433,3.3,5.88235294117647,3.9215686274509802,0.0,0.0,3.9215686274509802,0.0,0.0,0.0,0.0,23.52941176470588,0.6666666666666666,0.0,51.0,nonbib,unknown,Apocr_Joshua,rewritten prophets
4Q378,4Q378:f19i:3-f26:3,לא עמד אלהים אנחנו ברר כח עבד יד אדון ציה מדבר מקנה כ כל שר א ל ה א ן בינה ל הוא אמר ל נתן הון ל א גל ת נח אלהים ירד משה אלהים כחד אשמה עם יד יהושע שרת עבד משה דך יד משה יהושע עם כרת אברהם ש חסד אלף א ב יעל ה לה יום הם ת ה נ ת אשמ שנא ידע דעת עליון מ ה נגד ל איש אלהים פה עדה עליון קשב קול משה , לא ויעמיד אלהים ואנחנו הברנו בכח וכעבדים אל יד אדוניהם ובציא במדבר למקנה לכ כול שרי א ל אשר א ן בינה לו כי כן הוא לאמור ל ולתת הון ל ל א גליה ות נח האלהים את הירד משה אלהי ולא הכחדתם באשמתם עמך ביד ישוע משרת עבדך משה דך ביד משה על ישוע למען עמך אשר כרתה עם אברהם ש חסד לאלפים לוא וא בהם ולוא יועל ה כי לה בימים ההמה ת ה ונ ת אשמ שנא ויודע דעת עליון ומ ה הגיד לנו איש האלהים מפי ועדת עליון הקשיבו לקול מושה ,83,95,0.8181818181818182,0.1323529411764706,2.4545454545454546,7.352941176470589,1.4705882352941175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.058823529411764,0.6666666666666666,0.0,68.0,nonbib,unknown,Apocr_Joshua,rewritten prophets
4Q378,4Q378:f26:3-f29:2,עדה עליון קשב קול משה ם ב אלהים עליון מופת גדול חמה עצר יש חסד עולם זכר ת למ א בר אני ן לה ל אבן , ועדת עליון הקשיבו לקול מושה מיו וב אלהים עליון מפתים גדולים ובחמה יעצר יש החסדים ועד לעלמיה זכור ת עד למ א יכה למען בר אני ן לה לה ל י מאבנ ,27,32,0.5,0.07142857142857142,2.6666666666666665,3.571428571428571,0.0,0.0,3.571428571428571,0.0,0.0,0.0,0.0,0.0,14.285714285714285,0.0,0.0,28.0,nonbib,unknown,Apocr_Joshua,rewritten prophets
4Q379,4Q379:f1:1-f11:3,שמח שנים עשר עולם לוי ידיד ראובן יהודה גד דן שנים עשר מטה ישראל עולם עד ל שמעון ערוער יהוה ז רום בחן איב יהוה גאל כל חרם ל עולם ל גבול ארץ ראה פלא ח גדול היה כמו לם ציה אש לו מה אק ל ידע ל מה כל עזוז ר ל אלהים ין עין ל תן ל רו ענוה ישרה מצא ל ה מו בא ם גבה ם היה ל , ותשמחהו בשנים עשר עולמים את לוי ידיד ואת ראובן ואת יהודה ואת גד ואת דן ואת שנים עשר מט ות ישראל לעלמי ומן עד ל ואת שמעון ערוער את יהוה ז ירימו בחונים אויבי יהוה ולא ולא יתגאלו בכל חרם לו לעולם ל גבול ארץ וראים נפלאתו ח וגדולה היתה כמוה לם כי אמש חיתם אש ל ו מה אק ל את תדעו אשר אין ל מה כי כל עזזי ר לו אלהי ין עין ל תן ל ולא רו בענותי ובישרת מצאתי לו ה מו בא ם הגביהו ם והיו להם ,73,92,1.3333333333333333,0.10227272727272728,2.6666666666666665,0.0,10.227272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.318181818181817,0.2857142857142857,0.0,88.0,nonbib,unknown,Apocr_Joshua,rewritten prophets
4Q379,4Q379:f11:3-f15:3,ם היה ל מים ירד י מים ירד עמד נד עבר יבשה חדש ראשון שנה אחד ארבעים שנה יצא ארץ מצרים היא שנה יובל תחלה בוא ארץ כנען ירדן מלא מים כל גדה שטף מים חדש י חדש קציר חטה ל לה ל ישראל גל פנה אתם לשנה תה ל מנוה תבל ראה מ ל ל מים ל ב ל הלל יהוה ל ממ א כל עולם עד ם ם עד כל ברכה ל כל ברך כל טוב כל לשון , ם והיו להם המים היורדים וי המים היורדים עמדו ניד עברו ביבשה בחדש הראשון בשנת האחד וארבעים שנה לצאתם מארץ מצרים היא השנה ליובלים לתחלת בואתם לארץ כנען והיורדן םלא מים על כל גדותיו ושוטף במימיו מן החדש ה י עד חדש קציר חטים ל לה ל ישראל גלים לפניו ואתם לשנ ה תה אין לכם מנו ה בתבל ראו מ ל והמים לה ב ל והלל יהוה וגם ין להם מ מ א לכל עלמי עד ם ם ועד בכל ברכות ל כל ומברכים כל טוב ובכל לשון וב ,81,90,0.55,0.28205128205128205,3.6,30.76923076923077,0.0,0.0,5.128205128205128,0.0,0.0,0.0,0.0,0.0,35.8974358974359,0.6666666666666666,0.0,39.0,nonbib,unknown,Apocr_Joshua,rewritten prophets
4Q379,4Q379:f15:3-f21:1,כל טוב כל לשון לבוא ל ם מו יר ברך הם הלל רנן אח עבר ברך דבר אמר ת אברהם יצחק יעקב משה אלעזר איתמר גיל א כל ל תה שט איש היה צל בי עזב אל רב דבר דרך שען על היה ל אדני אב א אלוה דבר שמר עדות עליון שכל כ אלהים אמן כל דבר ל שלם לל ישע ל בה עבד יעקב לשל רת ל ה ות שבה ל ך יש ה ל לש א חש ש ל לת שה ,כל טוב ובכל לשון וב ל בוא ל ם במו יר ומברכים המה מהללים ומרננים ואנחו עברים ים ומברכים בדבריו ויאמר בת אברהם יצחק ויעקב ומשה אלעזר ואיתמר אגילה א כל ל תה יש ט האיש היותה צל בי על עוזבי אל וברב דבריך לדרך ואשענה עליך ואת להיות לי אדנינו כאב א אלוה דבריך אשמור כי ובעדות עליון השכלת כ אלהי אתאמן בכל דבריך ל משלם ל ל ישעי ל בה י עבדי יעקב לשל בת ל ה ות שבה על ותכם ל ך יש ה לו לש א חש שיך ל לת יך שת ,85,96,0.8571428571428571,0.07692307692307693,1.4285714285714286,1.282051282051282,1.282051282051282,0.0,2.564102564102564,0.0,0.0,0.0,0.0,0.0,19.230769230769234,1.3333333333333333,1.282051282051282,78.0,nonbib,unknown,Apocr_Joshua,rewritten prophets
4Q379,4Q379:f21:1-f22ii:13,שה גבורה ל משגב בין אלוה זולה ות אל דעה ן עם כל אדם ל ב שאל מ ברך יהוה אלהים ישראל אל עת כלה יהושע הלל ידה תהלה אמר ארר איש בנה עיר זה בכר יסד צעיר נצב דלת ארר איש בליעל עמד היה פח יקוש עם מחתה כל שכן עמד ן היה שנים כלי חמס שוב בנה עיר זה נצב ל חומה מגדל עשה עז רשע ארץ רשעה גדול ישראל שערורי אפרים יהודה בן יעקב שפך דם , שת גבורתיו ואין לו משגב תו והבינותי אין אלוה זולתו ואין ות כי אלדעות ן אין עמו אין כל האדם אשר ל בו שאול ומ ברוך יהוה אלהי ישראל אל בעת אשר כלה ישוע להלל ולהודות בתהלותיו ויאמר ארור האיש אשר יבנה את העיר הזאת בבכרו ייסדנה ובצעירו יציבדלתיה והנה ארור איש בליעל עומד להיות פח יקוש לעמו ומחתה לכל שכניו ועמד ן להיות שניהם כלי חמס ושבו ובנו את העיר הזאת ויציבו לה חומה ומגדלים לעשות לעוז רשע בארץ רשהעה גדלה בישראל ושערוריה באפרים וביהודה בבני יעקב ושפכו דם ,80,90,0.42105263157894735,0.36363636363636365,1.75,27.27272727272727,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.81818181818183,1.0,0.0,22.0,nonbib,unknown,Apocr_Joshua,rewritten prophets
4Q379,4Q379:f22ii:13-f32:5,שערורי אפרים יהודה בן יעקב שפך דם עשה חנפה ארץ נאצה גדול מים חיל בת ציון חק ירושלם ב שגית מחת עלי לן תא אל סכו בית אל רחק ל ה לש אבה שחר עזב ל ב ת ארץ ביר שע תקוה ארץ צור שה כ ל כמ ה אמת כל תבל מל ל גבול לבר עב ר כמ גבה עם רב עם ב דבר עד אחד מן איש הוא מן ב ל אלהים כל ל עזר לש ,ושערוריה באפרים וביהודה בבני יעקב ושפכו דם ועשו חנופה בארץ ונאצה גדלה כמים על חל בת ציון ובחוק ירושלם ב שגיתם מחת עלי ל ן התא ם אל סכו בבית אל כי רחקו ל ה לש ואבו שחר עזבתנו ול ב ת ארצותם ביר שע תקוה בארץ ו בצורות עד ש ה כ ל נו כמ ה אמת לכל תבל מלת ו ל גבול לבר עב ר כמ גבה ה עמו רבים עמהם ב דברי ועד אחד מהם איש הוא מהם ב ל אלהינו על כל ל עוזרי ולש ,79,89,0.375,0.08333333333333333,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.055555555555554,0.25,0.0,72.0,nonbib,unknown,Apocr_Joshua,rewritten prophets
4Q379,4Q379:f32:5-f41:1,ל עזר לש איש ב ל ד אם יום א כלמ ק מל ב ם ין ל כל הם אהל ר ת ו ה גדול נביא רם ל בית אמ ם כל כל , ל עוזרי ולש ולאיש ב ל ד אם יום או כלמ ק מל ב מ ין ים ל וכל הם אהל ר ת ו ה וגדולה נביאים רם ל הבית ו יאמו ם י כל כל ,34,36,0.25,0.01639344262295082,2.5,1.639344262295082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.557377049180328,1.0,0.0,61.0,nonbib,unknown,Apocr_Joshua,rewritten prophets
4Q381,4Q381:f1:1-f4:2,נגד פלא שיח היא היה ל מורה משפט פה פתי בין לב ידע יהוה מה גבור פלא הוא יום עשה שמים ארץ דבר פה אפיק שוך יאר אגם כל בלעה ר ל לילה כוכב כסיל אור מר או עץ כל פרי כרם כל תבואה שדה פה דבר כל אשה רוח עמד משל כל אלה אדמה כל חדש חדש מועד מועד יום יום אכל פרי נוב ארץ עוף כל ל אכל חלב כל מש ב כל צבא מלאך ר עבד אדם שרת ל מו ל מעלל כר ל בינ ל ללם ,הגדתי ונפלאתו אשיחה והיא תהיה לי למורה משפט פי ולפתאים ויבינו ולאין לב ידעון יהוה כמה גבור נפלאות הוא ביומי עשה שמים וארץ ובדבר פיו ואפיקים שך אורותיה אגמים וכל בלעה וי ר ל לילה וככבים וכסילים ויהיר מר לאו עץ וכל פרי כרם וכל תבואות שדה ולפי דבריו כל את אשתו וברוחו העמידם למשל בכל אלה באדמה ובכל לחדש בחדש למועד במועד ליום ביום לאכל פריה תנובב הארץ ועוף וכל אשר להם לאכל חלבי כל וגם מש בהם וכל צבאיו ומלאכיו ר לעבד לאדם ולשרתו וה ל מו ל מעלליה ויכר ל בינות לי לל ם ,91,97,0.46153846153846156,0.375,3.0,3.125,0.0,0.0,3.125,3.125,0.0,0.0,0.0,0.0,84.375,0.625,3.125,32.0,nonbib,non_sectarian_texts,Collections_of_psalms,Prayer - Liturgy
4Q381,4Q381:f4:2-f15:2,ללם ם ג ה נהר ל ם כל ל ל ם עמד ב לי בח עלי רע עין שחת מ רחמון הוא פעם ה ל ל כה יו שאול תחתי א ל ם א מה בעל מה נאץ שן נכר ידע ל אתה ענן עב שלג ברד כל עבר פה ארבע רוח שמים ל לבב שוב פנה אל חנן נתן עז עבד ישע בן אמה עשה עם , לל ם מני יג ה בנהרי ל ם י תו בכל ל ל ם יעמדו ב לי בח עלי לוא ורע בעיניו כי השחיתו מ רחמון הוא ולא בפעם ה ל עם ל כה ויו בשאול תחתיה וא ל ם א מא בעלת ומא נאצת ו שנך הלוא תכיר הלוא תדע כי ל לוא אתה ים עננים עבים שלג וברד וכל הו ואין לעבור פיהו ארבע רוחות בשמים לאין ל לבבי תשיב וי פנה אלי וחנני תנה עזך לעבדך והושע לבן אמתך עשה עמי ,68,84,0.375,0.047619047619047616,0.9166666666666666,0.0,0.0,0.0,6.349206349206349,0.0,0.0,0.0,0.0,0.0,22.22222222222222,0.09090909090909091,0.0,63.0,nonbib,non_sectarian_texts,Collections_of_psalms,Prayer - Liturgy
4Q381,4Q381:f15:2-f17:4,אל חנן נתן עז עבד ישע בן אמה עשה עם אות טוב ראה שנא בוש אתה אלהים עזר ל ערך ל אלהים אתה משל גאות ים אתה שבח גל אתה דכא חלל רהב זרע עז פזר איב תבל מלא אתה יסד ל זרוע גבורה עזז יד רום ימין מי שחק ערך ל אלהים מי בן אל כל אתה תפארת הוד אני משיח בין מדע ידע שכל שכל שם אלהים קרא ישועה מעיל לבש כסות ל ארץ חמ שמע ת ת ראש הדר שזף יהודה אלהים אף בלע אכל אש ל ל ,אלי וחנני תנה עזך לעבדך והושע לבן אמתך עשה עמי אות לטובה ויראו שנאי ויבשו כי אתה אלהי עזרת לי ואערכה לך אלהי אתה משל בגאות הים ואתה תשבח גליו אתה דכאת כחלל רהב בזרע עזך פזרת איביך תבל ומלאה אתה יסדתם לך זרע עם גבורה תעז ידך תרום ימינך מי בשחק יערך לך אלהי ומי בבני האילים ובכל כי אתה תפארת הדו ואני משיחך אתבננתי מדעך כי הודעתני והשכיל כי השכלתני כי בשמך אלהי נקרא ואל ישועתך וכמעיל ילבשוה וכסות ל הארצות כי חמ לשמוע ת ת לראשי בהדר תשזף על יהודה וי אלהי באפך תבלעם ותאכלם אש ל ל ,92,101,0.5,0.2608695652173913,1.0526315789473684,13.043478260869565,0.0,0.0,17.391304347826086,0.0,0.0,0.0,0.0,0.0,95.65217391304348,0.1875,0.0,23.0,nonbib,non_sectarian_texts,Collections_of_psalms,Prayer - Liturgy
4Q381,4Q381:f17:4-f24a+b:9,ל ל נא מבר ב יד ל כבוד בן ב משפט מעוז שחק פז נתן ל מלכות עבד נאץ ל אלהים יע מה א עש ני ל חקה ך ל א ב באר ר יר ם חדר ש לשון גמר כבה כלה תהלה איש אלהים יהוה אלהים גאל יהודה כל צר אפרים דור הלל בחין אמר קום אלהים אג שם ישע סלע מצודה פלט יום איד קרא יהוה ענה אלהים עזרה שנא אמר הצ עם אני ש שועה פנה אזן בוא , ל ל נא מבר ב על יד לת כבוד לאין בניך בי מן משפטיך מעזי ובשחקיך פז ותתן לי מלכותך לעבדך נאצו ל אלהי ויע ומה א כי עש ני לי ה חקתיך ך לי וא ב סלה תבאר ר יר ם לחדרי ש יכם ולשני כגמר ואין מכבה עד י עד לכלה סלה תהלה לאיש האלהים יהוה אלהים גאל ליהודה מכל צר ומאפרים דור ויהללהו בחיניו ויאמרו קום אלהי אג שמך ישעי סלעי ומצודתי ומפלטי ביום אידי אקרא ליהוה ויענני אלהי עזרתי שנאי ויאמר כי ה צ לעם ואני ש שועתי לפניו באזניו תבוא ,82,95,0.5,0.07352941176470588,1.9,1.4705882352941175,0.0,0.0,1.4705882352941175,0.0,0.0,0.0,0.0,0.0,25.0,0.1111111111111111,0.0,68.0,nonbib,non_sectarian_texts,Collections_of_psalms,Prayer - Liturgy
4Q381,4Q381:f24a+b:9-f31:3,עם אני ש שועה פנה אזן בוא קול היכל שמע רעש ארץ געש חרה ל עלה אף עשן כל ם שכל שכל ה ב פתן תנין ל ש ב פנה גחל אש פזר אל המם מקוה איב כרת ם בה א שלח מלאך נשמה רוח אף אבד כל בשר אלהים שלח יד חר שמה רשת טמן זמר ן ע ב שיח פלא פנה ש ישע עלה אהל מות נוף כל כל דרך בוא עו מקום קדוש , לעם ואני ש שועתי לפניו באזניו תבוא וקולי מהיכלו ישמע ותרעש הארץ ותגעש ת כי חרה לו עלה באפו עשן כל ם השכיל ושכל ה ב פתנים ותנינים ל ש ויב לפניו ובגחלי אש יפזר אליהם ויהמם וי מקוה לאיביך יכרתו ם בתו א וישלח מלאכיו וי מנשמת רוח אפך יאבדו כל בשר אלהי תשלח ידך חר שמה ברשת זו טמנו אזמרה ל ני ע ב אשיח בנפלאתיך כי אל לפניך תש תושיעני ותעלני מאהלי מות ות לנפי כל כל דרכו תבואינא אל עו במקם קדש סלה ,77,87,0.5384615384615384,0.11666666666666667,1.1764705882352942,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,26.666666666666668,0.0,1.6666666666666667,60.0,nonbib,non_sectarian_texts,Collections_of_psalms,Prayer - Liturgy
4Q381,4Q381:f31:3-f33ab+35:1,כל דרך בוא עו מקום קדוש תפלה מלך יהודה שמע אלהים ש מת עז ת ספר ירא עמד מחשבה מי בין ל רבה צרר נגד אתה ידע שנא נפש עין כפה חיה כחד עון ידע בינה אתה ל שחט אלהים ישע צפן יום עמד מה עשה אנוש הנה נגר חכה יד חרב יום עברה אמר פענה שרג עטרה ראש אדר נציב כבוד עדי לם שפה שאלה ס ספר חיים פחד תמם צרר כלה כן ן שיר תודה כל עם לג שארית מצא ל ת כלה , כל דרכו תבואינא אל עו במקם קדש סלה תפלה מלך יהודה שמע אלהי שיך מ ת עזי תך אספרה נגד יראיך עמדי מחשבתיך מי יבין להמא כי רבו צררי נגדך אתה ידעתם ולשנאי נפשי לנגד עיניך כפיתה כי אחיה לא תכחד עוני לידעי בינה ואתה להם תשחט אלהי ישעי צפנים ימי עמדי ומה יעשה אנוש הנני ואיככה תגיר לחכי עלידי חרב ביום עברה האמרים פענה שרגו עטרת ראשי כי אדר נציב כבודם ועידם לם שפתי שאלה ס מספר החיים ומפחדי יתמו וצררי יכלו ואין כ ן נני שיר ותודה כל עמך לג סלה ושרית לו ימצא לה ת יכלו ות ,86,100,0.5,0.28,1.1,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,56.00000000000001,0.25,0.0,25.0,nonbib,non_sectarian_texts,Collections_of_psalms,Prayer - Liturgy
4Q381,4Q381:f33ab+35:1-f33ab+35:10,שארית מצא ל ת כלה אתה שית עת מיש שמים רום יהוה אלהים הלל גבורה חקר שים היה ל תוכחת שמחה עולם רומם פשע רבה מן כל אתה אלהים שלח רוח נתן רחמים בן אמה חסד עבד קרוב ל רנן גיל ב ירא שפט עבד צדק חסד נצל אצ ל תפלה מנשה מלך יהודה כלא את מלך אשור אלהים קרוב ישע עין מה ל ישע פנה קוה אני כחש פנה חטא גדל רחמים אני רבה אשמה כרת שמחה ראה טוב נפש גלה א הוא רום מעל גוי , ושרית לו ימצא לה ת יכלו ות ואתה תשיתני לעתות ולמיש על שמים רומה יהוה ואלהי ונתהלל בגברתך כי אין חקר תשימני ותהי לי תכחתך לשמחת עלם ולרממך כי פשעי רבו ממני ו לכלני ואתה אלהי תשלח רוחך ותתן רחמיך לבן אמתך וחסדיך לעבד קרב לך וה ארננה ואגילה בך נגד יראיך כי תשפט עבדיך בצדקך וכחסדיך להציל אצ לכה סלה תפלה למנשה מלך יהודה בכלו אתו מלך אשור אלהי קרוב ישעי לנגד עיניך מה ל לישע פניך אקוה ואני אכחש לפניך על חטי כי הגדלת רחמיך ואני הרביתי אשמה וכן אכרת משמחת עוד ולא תראה בטוב נפשי כי י גלו וא הוא הרימני למעלה על גוי ,88,107,0.36363636363636365,0.25,1.0,0.0,0.0,0.0,18.75,0.0,0.0,0.0,0.0,0.0,156.25,0.11764705882352941,6.25,16.0,nonbib,non_sectarian_texts,Collections_of_psalms,Prayer - Liturgy
4Q381,4Q381:f33ab+35:10-f45a+b:4,נפש גלה א הוא רום מעל גוי אני זכר מקום קדש עבד ל וא ר ל נפל ל יד כל סרר ל פלא שלם צע כנע בוש נע ש קלל ש עלה עת ב ל למד בן ישע לע געש ם ארץ גבר ב קוה נצל בטח ב שכל ב כמו ל בין בין שכל ל פחד מן טהר תועבה נכר נתן נפש כנע פנה רבה פשע על זמם סגר אני ב בטח ל ל נתן משפט עם אלהים ,נפשי כי י גלו וא הוא הרימני למעלה על גוי ואני לאזכרתיך במקום קדשך לא עבדתיך לי וא רו ל נפלת ואז ל יד מכל בסררי ל פלאות ה שלמתי צע יכנעו יבשו נע הש הנקלים ותש עלה בעת בי ל תלמד בניך להושיע לע תגעש מני וי ת כי ארץ זו הגברת בה לקויך ומציל לבטוחים בך תשכילה בו כי אין כמוך ל ואבינא ואין מבין אשכיל ולו י ואפחד ממך ואטהר מתעבות הכרתי ואתן נפשי להכנע מלפניך הרבו פשעה ועלי יזמו להסגירני ואני בך בטחתי ל ל ואל תתנני במשפט עמך אלהי ,80,94,0.8,0.047058823529411764,0.36,1.1764705882352942,0.0,0.0,1.1764705882352942,0.0,0.0,0.0,0.0,0.0,21.176470588235293,0.3888888888888889,3.5294117647058822,85.0,nonbib,non_sectarian_texts,Collections_of_psalms,Prayer - Liturgy
4Q381,4Q381:f45a+b:4-f47:2,נתן משפט עם אלהים יעץ על פתח לשון שקר ל מעשה ש על רב חסד ב ל נתן ל קרן ב אש כסיל חק הוד תפארת ענן פרש פנה ארץ אב פוץ רב א ני ע עזז אנוש רום בחן כל בחר מנחה טהר פנה שנא נדה זנח רוח סער מעליל ירא פנה קרן קרן ברזל נגח ב רב נגח קוה פרסה שים נחושה פשע דמן פנה אדמה רמס נדף פנה ב ב רוח לה אש בער ל ל ם אלהים רחמון חנון אתה מור ח הלך אמת ל ,ואל תתנני במשפט עמך אלהי מתיעצים עלי פתחו לשן שקר לי מעשי ש לה עלי רב חסדיך ב ול ותנתן לי קרן תו בך ואש כסילים חקיך והודך ותפארתך וכעננים יפרשו על פני הארץ ת לאבתינא יפוצו לרב עד א ני ו עת לוא יעז אנוש ולא ירום בחנת כל ובחרים כמנחת תטהר לפניך ושנאים כנדה תזנזח ורוח סוערת מעלילם ויראיך לפניך תמיד קרנים קרנים ברזל לנגח בה רבים ונגחו קוה ופרסותם תשים נחשה ופשעים כדמן עלפני אדמה ירמסו ו וינדפו מלפני ב בם ורוחך לה ואש בעורת ל ל ם אלהי כי רחמון וחנון אתה מור ח ואהלך באמתך ל ,90,101,0.35,0.25925925925925924,1.35,3.7037037037037033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.18518518518519,0.42857142857142855,14.814814814814813,27.0,nonbib,non_sectarian_texts,Collections_of_psalms,Prayer - Liturgy
